Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Production (Print),Head of Print Production,FTE,Hour,APAC-CN,1824.0,1824.0,CNY,OP_Content Lab,Exact Rate Match,776.17,O,
Production (Print),Head of Print Production,FTE,Hour,NA-CA,220.0,220.0,CAD,OP_Content Lab,Exact Rate Match,93.62,O,
Production (Print),Head of Print Production,FTE,Hour,EU-CH,250.0,250.0,CHF,OP_Content Lab,Exact Rate Match,106.38,O,
Production (Print),Head of Print Production,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Head of Print Production,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Head of Print Production,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Head of Print Production,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Junior Art Buyer,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Junior Art Buyer,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Junior Art Buyer,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Production (Print),Junior Art Buyer,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Junior Art Buyer,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Junior Art Buyer,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Production (Print),Junior Art Buyer,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Production (Print),Junior Art Buyer,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Production (Print),Junior Art Buyer,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Junior Art Buyer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Junior Art Buyer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Junior Art Buyer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Junior Art Buyer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Junior Print Producer,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Junior Print Producer,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Junior Print Producer,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Junior Print Producer,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Print Producer,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match,38.3,L,
Production (Print),Junior Print Producer,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match,159.57,O,
Production (Print),Junior Print Producer,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match,217.02,O,
Production (Print),Junior Print Producer,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Print Producer,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Print Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Junior Print Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Junior Print Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Junior Print Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Junior Proofreader,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Junior Proofreader,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Junior Proofreader,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Junior Proofreader,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Proofreader,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match,38.3,L,
Production (Print),Junior Proofreader,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match,159.57,O,
Production (Print),Junior Proofreader,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match,217.02,O,
Production (Print),Junior Proofreader,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Proofreader,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Junior Proofreader,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Junior Proofreader,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Junior Proofreader,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Junior Proofreader,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Print Producer,FTE,Hour,UK-LON,110.0,110.0,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Production (Print),Print Producer,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Print Producer,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Print),Print Producer,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Print Producer,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Print Producer,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Production (Print),Print Producer,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Production (Print),Print Producer,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Print Producer,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Print Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Print Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Print Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Print Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Production Assistant,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Production Assistant,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match,31.91,K,
Production (Print),Production Assistant,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Production Assistant,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Production Assistant,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match,38.3,L,
Production (Print),Production Assistant,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match,159.57,O,
Production (Print),Production Assistant,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match,217.02,O,
Production (Print),Production Assistant,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Production Assistant,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Print),Production Assistant,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Production Assistant,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Production Assistant,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Production Assistant,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Production Manager,FTE,Hour,UK-LON,130.0,130.0,GBP,OP_Content Lab,Exact Rate Match,55.32,M,
Production (Print),Production Manager,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Production Manager,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Print),Production Manager,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Production Manager,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Production Manager,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Production (Print),Production Manager,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Production (Print),Production Manager,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Production Manager,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Production Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Production Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Production Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Production Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Production Supervisor,FTE,Hour,UK-LON,180.0,180.0,GBP,OP_Content Lab,Exact Rate Match,76.6,N,
Production (Print),Production Supervisor,FTE,Hour,EU-ES,155.0,155.0,EUR,OP_Content Lab,Exact Rate Match,65.96,N,
Production (Print),Production Supervisor,FTE,Hour,EU-FR,200.0,200.0,EUR,OP_Content Lab,Exact Rate Match,85.11,N,
Production (Print),Production Supervisor,FTE,Hour,EU-DE,210.0,210.0,EUR,OP_Content Lab,Exact Rate Match,89.36,O,
Production (Print),Production Supervisor,FTE,Hour,EU-IT,145.0,145.0,EUR,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Production Supervisor,FTE,Hour,LATAM-BR,790.0,790.0,BRL,OP_Content Lab,Exact Rate Match,336.17,O,
Production (Print),Production Supervisor,FTE,Hour,APAC-CN,815.0,815.0,CNY,OP_Content Lab,Exact Rate Match,346.81,O,
Production (Print),Production Supervisor,FTE,Hour,NA-CA,177.0,177.0,CAD,OP_Content Lab,Exact Rate Match,75.32,N,
Production (Print),Production Supervisor,FTE,Hour,EU-CH,210.0,210.0,CHF,OP_Content Lab,Exact Rate Match,89.36,O,
Production (Print),Production Supervisor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Production Supervisor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Production Supervisor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Production Supervisor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Proofreader,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Proofreader,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Production (Print),Proofreader,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Production (Print),Proofreader,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Proofreader,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Print),Proofreader,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Production (Print),Proofreader,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Production (Print),Proofreader,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Production (Print),Proofreader,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Proofreader,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Proofreader,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Proofreader,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Proofreader,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Senior Art Buyer,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Senior Art Buyer,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Senior Art Buyer,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Art Buyer,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Art Buyer,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Senior Art Buyer,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Production (Print),Senior Art Buyer,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Production (Print),Senior Art Buyer,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Production (Print),Senior Art Buyer,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Art Buyer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Senior Art Buyer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Senior Art Buyer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Senior Art Buyer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Senior Print Producer,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Senior Print Producer,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Senior Print Producer,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Print Producer,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Print Producer,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Senior Print Producer,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Production (Print),Senior Print Producer,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Production (Print),Senior Print Producer,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Production (Print),Senior Print Producer,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Print Producer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Senior Print Producer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Senior Print Producer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Senior Print Producer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Senior Production Manager,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Senior Production Manager,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Senior Production Manager,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Production Manager,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Production Manager,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Print),Senior Production Manager,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Production (Print),Senior Production Manager,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Production (Print),Senior Production Manager,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Production (Print),Senior Production Manager,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Print),Senior Production Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Senior Production Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Senior Production Manager,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Senior Production Manager,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Print),Senior Proofreader,FTE,Hour,UK-LON,110.0,110.0,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Production (Print),Senior Proofreader,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Production (Print),Senior Proofreader,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Production (Print),Senior Proofreader,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Senior Proofreader,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Print),Senior Proofreader,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Production (Print),Senior Proofreader,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Production (Print),Senior Proofreader,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Print),Senior Proofreader,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Production (Print),Senior Proofreader,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Print),Senior Proofreader,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Print),Senior Proofreader,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Print),Senior Proofreader,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Project Management,Director of Project Management,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Project Management,Director of Project Management,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Project Management,Director of Project Management,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Project Management,Director of Project Management,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Project Management,Director of Project Management,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Project Management,Director of Project Management,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Project Management,Director of Project Management,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Project Management,Director of Project Management,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Project Management,Director of Project Management,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Project Management,Director of Project Management,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Project Management,Director of Project Management,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Project Management,Director of Project Management,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Project Management,Director of Project Management,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Project Management,Project Manager,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Project Management,Project Manager,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Project Management,Project Manager,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Project Management,Project Manager,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Project Management,Project Manager,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Project Management,Project Manager,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Project Management,Project Manager,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Project Management,Project Manager,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Project Management,Project Manager,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Project Management,Project Manager,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Project Management,Project Manager,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
